Parcel,Property Address,Community Area,Type,Class,Land Code,Land Use,Acreage,Zoning,Bldg Count,Yr Blt,Improvement Use,Imp Area,Reception Number,Sale Date,Sale Price,Parcels Sold,Assessor Sale Comment
4219306004,12724 ANGELINA DR,EASTERN EL PASO COUNTY,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.20,PUD,1,2010,FRAME AVERAGE QUALITY,757,214079891,9/3/14,"217,500",1,Good sale; verified
4219306015,12334 GRAND TETON DR,EASTERN EL PASO COUNTY,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.21,PUD,1,2005,FRAME AVERAGE QUALITY,"1,598",214091838,10/8/14,"302,500",1,Good sale; verified
4219306017,12362 GRAND TETON DR,EASTERN EL PASO COUNTY,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.22,PUD,1,2005,FRAME AVERAGE QUALITY,"1,598",214080716,9/4/14,"276,000",1,Good sale; verified
4219307005,10627 ROSS LAKE DR,EASTERN EL PASO COUNTY,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.25,PUD,1,2007,FRAME AVERAGE QUALITY,"2,178",214098071,10/24/14,"291,000",1,Good sale; verified
4219402007,10819 HURON PEAK PL,EASTERN EL PASO COUNTY,RESIDENTIAL,Vacant,101,CODE 100 AT PRESENT WORTH,0.25,PUD, , , , ,214085312,9/18/14,"63,000",1,Good sale; verified; Vacant land
4219402011,10878 MT EVANS DR,EASTERN EL PASO COUNTY,RESIDENTIAL,Vacant,101,CODE 100 AT PRESENT WORTH,0.20,PUD, , , , ,214071149,8/7/14,"233,560",4,Multiple properties; Vacant land
4219402012,10888 MT EVANS DR,EASTERN EL PASO COUNTY,RESIDENTIAL,Vacant,101,CODE 100 AT PRESENT WORTH,0.20,PUD, , , , ,214073947,8/15/14,"63,750",1,Good sale; verified; Vacant land
4219404005,10567 MT EVANS DR,EASTERN EL PASO COUNTY,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.18,PUD,1,2011,FRAME AVERAGE QUALITY,912,214085717,9/19/14,"295,000",1,Good sale; verified
4219404015,10638 MT EMERALD DR,EASTERN EL PASO COUNTY,RESIDENTIAL,Vacant,101,CODE 100 AT PRESENT WORTH,0.27,PUD, , , , ,214082907,9/11/14,"324,569",1,Good sale; verified
4219404018,10637 MT EMERALD DR,EASTERN EL PASO COUNTY,RESIDENTIAL,Vacant,101,CODE 100 AT PRESENT WORTH,0.22,PUD, , , , ,214097482,10/23/14,"299,548",1,Good sale; verified
4219404025,10553 MT EMERALD DR,EASTERN EL PASO COUNTY,RESIDENTIAL,Vacant,101,CODE 100 AT PRESENT WORTH,0.21,PUD, , , , ,214083742,9/15/14,"184,860",3,Multiple properties; Vacant land
4219404028,12736 MT OXFORD PL,EASTERN EL PASO COUNTY,RESIDENTIAL,Vacant,101,CODE 100 AT PRESENT WORTH,0.17,PUD, , , , ,214073177,8/13/14,"126,100",2,Multiple properties; Vacant land
4219404029,12740 MT OXFORD PL,EASTERN EL PASO COUNTY,RESIDENTIAL,Vacant,101,CODE 100 AT PRESENT WORTH,0.18,PUD, , , , ,214081346,9/8/14,"318,295",1,Good sale; verified; Adjusted; may dif. w/doc fee
4219405003,12435 WETTERHORN PEAK LN,EASTERN EL PASO COUNTY,RESIDENTIAL,Vacant,101,CODE 100 AT PRESENT WORTH,0.24,PUD, , , , ,214098815,10/28/14,"332,175",1,Good sale; verified
4219406023,10812 TORREYS PEAK WAY,EASTERN EL PASO COUNTY,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.30,PUD,1,2008,FRAME AVERAGE QUALITY,"1,824",214100031,10/30/14,"416,000",1,Good sale; verified
4219407002,10638 MT EVANS DR,EASTERN EL PASO COUNTY,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.20,PUD,1,2010,FRAME AVERAGE QUALITY,892,214080825,9/4/14,"275,000",1,Good sale; verified
4219409002,12731 MT OXFORD PL,EASTERN EL PASO COUNTY,RESIDENTIAL,Vacant,101,CODE 100 AT PRESENT WORTH,0.18,PUD, , , , ,214083742,9/15/14,"184,860",3,Multiple properties; Vacant land
4219409006,12747 MT OXFORD PL,EASTERN EL PASO COUNTY,RESIDENTIAL,Vacant,101,CODE 100 AT PRESENT WORTH,0.18,PUD, , , , ,214088753,9/29/14,"295,100",5,Multiple properties; Vacant land
4219409007,12751 MT OXFORD PL,EASTERN EL PASO COUNTY,RESIDENTIAL,Vacant,101,CODE 100 AT PRESENT WORTH,0.17,PUD, , , , ,214094341,10/15/14,"268,399",1,Good sale; verified
4220301003,12776 MT OXFORD PL,EASTERN EL PASO COUNTY,RESIDENTIAL,Vacant,101,CODE 100 AT PRESENT WORTH,0.18,PUD, , , , ,214097478,10/23/14,"65,520",1,Good sale; verified; Vacant land
4220301005,12784 MT OXFORD PL,EASTERN EL PASO COUNTY,RESIDENTIAL,Vacant,101,CODE 100 AT PRESENT WORTH,0.17,PUD, , , , ,214075596,8/20/14,"284,636",1,Good sale; verified
4223001004,16210 MCCONNELL CT,EASTERN EL PASO COUNTY,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,5.00,RR-5,1,2012,FRAME AVERAGE QUALITY,"1,651",214089745,10/1/14,"318,000",1,Good sale; verified
4223001025,16094 MCCARA CT,EASTERN EL PASO COUNTY,RESIDENTIAL,Vacant,100,VACANT RESIDENTIAL LOTS,5.03,RR-5, , , , ,214070626,8/6/14,"54,000",1,Good sale; verified; Vacant land
4223002005,11004 MCKISSICK RD,EASTERN EL PASO COUNTY,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,4.75,RR-5,1,2007,FRAME GOOD QUALITY,"2,597",214096392,10/21/14,"355,000",1,Good sale; verified
4223002012,16251 PRAIRIE VISTA LN,EASTERN EL PASO COUNTY,RESIDENTIAL,Vacant,101,CODE 100 AT PRESENT WORTH,5.18,RR-5, , , , ,214082321,9/10/14,"70,000",1,Good sale; verified; Vacant land
4224001007,16823 MCKIVA CT,EASTERN EL PASO COUNTY,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,4.75,RR-5,1,2007,FRAME GOOD QUALITY,"2,259",214081496,9/8/14,"418,000",1,Good sale; verified
4229201006,12783 SUNLIGHT PEAK PL,EASTERN EL PASO COUNTY,RESIDENTIAL,Vacant,101,CODE 100 AT PRESENT WORTH,0.19,PUD, , , , ,214084291,9/16/14,"121,900",2,Multiple properties; Vacant land
4229201010,12772 SUNLIGHT PEAK PL,EASTERN EL PASO COUNTY,RESIDENTIAL,Vacant,101,CODE 100 AT PRESENT WORTH,0.21,PUD, , , , ,214093576,10/14/14,"300,365",1,Good sale; verified
4229201011,12778 SUNLIGHT PEAK PL,EASTERN EL PASO COUNTY,RESIDENTIAL,Vacant,101,CODE 100 AT PRESENT WORTH,0.19,PUD, , , , ,214095771,10/20/14,"61,215",1,Good sale; verified; Vacant land
4229201013,12790 SUNLIGHT PEAK PL,EASTERN EL PASO COUNTY,RESIDENTIAL,Vacant,101,CODE 100 AT PRESENT WORTH,0.19,PUD, , , , ,214084291,9/16/14,"121,900",2,Multiple properties; Vacant land
4229201022,12761 MT HARVARD DR,EASTERN EL PASO COUNTY,RESIDENTIAL,Vacant,101,CODE 100 AT PRESENT WORTH,0.18,PUD, , , , ,214077927,8/27/14,"117,000",2,Multiple properties; Vacant land
4229204019,10250 MT LINCOLN DR,EASTERN EL PASO COUNTY,RESIDENTIAL,Vacant,101,CODE 100 AT PRESENT WORTH,0.20,PUD, , , , ,214088236,9/29/14,"163,435",3,Multiple properties; Vacant land
4229204022,10274 MT LINCOLN DR,EASTERN EL PASO COUNTY,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.25,PUD,1,2012,FRAME AVERAGE QUALITY,"1,402",214100449,10/31/14,"1,081,348",3,Multiple properties
4229204023,10282 MT LINCOLN DR,EASTERN EL PASO COUNTY,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.18,PUD,1,2012,FRAME AVERAGE QUALITY,"1,397",214089333,9/30/14,"374,950",1,Good sale; verified
4229204036,10441 MT COLUMBIA DR,EASTERN EL PASO COUNTY,RESIDENTIAL,Vacant,101,CODE 100 AT PRESENT WORTH,0.22,PUD, , , , ,214094819,10/16/14,"321,656",1,Good sale; verified
4229204046,13033 MT HARVARD DR,EASTERN EL PASO COUNTY,RESIDENTIAL,Vacant,101,CODE 100 AT PRESENT WORTH,0.22,PUD, , , , ,214082482,9/10/14,"407,467",1,Good sale; verified
4229204056,10505 MT LINCOLN DR,EASTERN EL PASO COUNTY,RESIDENTIAL,Vacant,101,CODE 100 AT PRESENT WORTH,0.25,PUD, , , , ,214097673,10/23/14,"388,283",1,Good sale; verified
4229204059,10537 MT LINCOLN DR,EASTERN EL PASO COUNTY,RESIDENTIAL,Vacant,101,CODE 100 AT PRESENT WORTH,0.24,PUD, , , , ,214097337,10/23/14,"321,925",1,Good sale; verified
4229204065,10538 MT LINCOLN DR,EASTERN EL PASO COUNTY,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.19,PUD,1,2013,FRAME AVERAGE QUALITY,"1,127",214076283,8/21/14,"290,000",1,Good sale; verified; Partial assessment Jan. 1
4229204066,10530 MT LINCOLN DR,EASTERN EL PASO COUNTY,RESIDENTIAL,Vacant,101,CODE 100 AT PRESENT WORTH,0.18,PUD, , , , ,214093524,10/14/14,"266,158",1,Good sale; verified
4229204068,10514 MT LINCOLN DR,EASTERN EL PASO COUNTY,RESIDENTIAL,Vacant,101,CODE 100 AT PRESENT WORTH,0.17,PUD, , , , ,214085591,9/19/14,"248,845",1,Good sale; verified
4229204069,10506 MT LINCOLN DR,EASTERN EL PASO COUNTY,RESIDENTIAL,Vacant,101,CODE 100 AT PRESENT WORTH,0.18,PUD, , , , ,214100155,10/31/14,"268,810",1,Good sale; verified
4229205003,10449 MT LINCOLN DR,EASTERN EL PASO COUNTY,RESIDENTIAL,Vacant,101,CODE 100 AT PRESENT WORTH,0.21,PUD, , , , ,214091321,10/6/14,"260,365",1,Good sale; verified
4229205018,10490 MT COLUMBIA DR,EASTERN EL PASO COUNTY,RESIDENTIAL,Vacant,101,CODE 100 AT PRESENT WORTH,0.24,PUD, , , , ,214090667,10/3/14,"345,444",1,Good sale; verified
4229206005,10434 MT LINCOLN DR,EASTERN EL PASO COUNTY,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.16,PUD,1,2013,FRAME AVERAGE QUALITY,"1,252",214083123,9/12/14,"270,425",1,Good sale; verified; Partial assessment Jan. 1
4229206006,10442 MT LINCOLN DR,EASTERN EL PASO COUNTY,RESIDENTIAL,Vacant,101,CODE 100 AT PRESENT WORTH,0.17,PUD, , , , ,214091404,10/6/14,"281,760",1,Good sale; verified
4229206007,10450 MT LINCOLN DR,EASTERN EL PASO COUNTY,RESIDENTIAL,Vacant,101,CODE 100 AT PRESENT WORTH,0.17,PUD, , , , ,214078326,8/28/14,"100,170",2,Multiple properties; Vacant land
4229206008,10458 MT LINCOLN DR,EASTERN EL PASO COUNTY,RESIDENTIAL,Vacant,101,CODE 100 AT PRESENT WORTH,0.15,PUD, , , , ,214078326,8/28/14,"100,170",2,Multiple properties; Vacant land
4229206009,10466 MT LINCOLN DR,EASTERN EL PASO COUNTY,RESIDENTIAL,Vacant,101,CODE 100 AT PRESENT WORTH,0.18,PUD, , , , ,214070604,8/6/14,"51,145",1,Good sale; verified; Vacant land
4229207003,12770 MT HARVARD DR,EASTERN EL PASO COUNTY,RESIDENTIAL,Vacant,101,CODE 100 AT PRESENT WORTH,0.19,PUD, , , , ,214073788,8/14/14,"324,601",1,Good sale; verified
4229207004,12774 MT HARVARD DR,EASTERN EL PASO COUNTY,RESIDENTIAL,Vacant,101,CODE 100 AT PRESENT WORTH,0.20,PUD, , , , ,214078764,8/29/14,"354,127",1,Good sale; verified
4229207008,12791 MT OXFORD PL,EASTERN EL PASO COUNTY,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.18,PUD,1,2013,FRAME GOOD QUALITY,"1,099",214071347,8/7/14,"307,732",1,Good sale; verified
4229208002,10525 MT SHERMAN WAY,EASTERN EL PASO COUNTY,RESIDENTIAL,Vacant,101,CODE 100 AT PRESENT WORTH,0.23,PUD, , , , ,214075350,8/19/14,"395,157",1,Good sale; verified
4229401012,9630 THATCHER CT,EASTERN EL PASO COUNTY,RESIDENTIAL,Vacant,101,CODE 100 AT PRESENT WORTH,2.72,RR-2.5, , , , ,214094420,10/15/14,"380,665",1,Good sale; verified
4229401013,9670 THATCHER CT,EASTERN EL PASO COUNTY,RESIDENTIAL,Vacant,101,CODE 100 AT PRESENT WORTH,2.86,RR-2.5, , , , ,214089350,9/30/14,"450,696",1,Good sale; verified
4230103013,12468 MT BROSS PL,EASTERN EL PASO COUNTY,RESIDENTIAL,Vacant,101,CODE 100 AT PRESENT WORTH,0.15,PUD, , , , ,214071149,8/7/14,"233,560",4,Multiple properties; Vacant land
4230103014,12480 MT BROSS PL,EASTERN EL PASO COUNTY,RESIDENTIAL,Vacant,101,CODE 100 AT PRESENT WORTH,0.15,PUD, , , , ,214080345,9/3/14,"349,950",1,Good sale; verified
4230103018,12528 MT BROSS PL,EASTERN EL PASO COUNTY,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.16,PUD,1,2013,FRAME AVERAGE QUALITY,851,214079299,8/29/14,"299,900",1,Good sale; verified
4230104030,10203 CAPITAL PEAK WAY,EASTERN EL PASO COUNTY,RESIDENTIAL,Vacant,101,CODE 100 AT PRESENT WORTH,0.37,PUD, , , , ,214077559,8/26/14,"310,103",1,Good sale; verified
4230106006,12405 MT BELFORD WAY,EASTERN EL PASO COUNTY,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.22,PUD,1,2010,FRAME AVERAGE QUALITY,"1,657",214073238,8/13/14,"307,500",1,Good sale; verified
4230106007,12419 MT BELFORD WAY,EASTERN EL PASO COUNTY,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.16,PUD,1,2011,FRAME AVERAGE QUALITY,"1,680",214074905,8/19/14,"297,000",1,Good sale; verified
4230107006,10375 MT WILSON PL,EASTERN EL PASO COUNTY,RESIDENTIAL,Vacant,101,CODE 100 AT PRESENT WORTH,0.17,PUD, , , , ,214093763,10/14/14,"297,156",1,Good sale; verified
4230107011,10305 MT WILSON PL,EASTERN EL PASO COUNTY,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.19,PUD,1,2013,FRAME GOOD QUALITY,980,214090676,10/3/14,"281,950",1,Good sale; verified; Partial assessment Jan. 1
4230107016,10348 MT EVANS DR,EASTERN EL PASO COUNTY,RESIDENTIAL,Vacant,101,CODE 100 AT PRESENT WORTH,0.16,PUD, , , , ,214071149,8/7/14,"233,560",4,Multiple properties; Vacant land
4230107022,10418 MT EVANS DR,EASTERN EL PASO COUNTY,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.18,PUD,1,2007,FRAME AVERAGE QUALITY,"1,325",214088880,9/30/14,"260,000",1,Good sale; verified
4230108015,10377 MT EVANS DR,EASTERN EL PASO COUNTY,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.18,PUD,1,2007,FRAME AVERAGE QUALITY,"1,303",214097861,10/24/14,"231,000",1,Good sale; verified
4230108025,12339 HANDLES PEAK WAY,EASTERN EL PASO COUNTY,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.17,PUD,1,2012,FRAME AVERAGE QUALITY,912,214071077,8/7/14,"306,000",1,Good sale; verified
4230108040,12757 MT HARVARD DR,EASTERN EL PASO COUNTY,RESIDENTIAL,Vacant,101,CODE 100 AT PRESENT WORTH,0.18,PUD, , , , ,214077927,8/27/14,"117,000",2,Multiple properties; Vacant land
4230108041,12753 MT HARVARD DR,EASTERN EL PASO COUNTY,RESIDENTIAL,Vacant,101,CODE 100 AT PRESENT WORTH,0.18,PUD, , , , ,214088753,9/29/14,"295,100",5,Multiple properties; Vacant land
4230108043,10469 HOLLY SPRINGS PL,EASTERN EL PASO COUNTY,RESIDENTIAL,Vacant,101,CODE 100 AT PRESENT WORTH,0.22,PUD, , , , ,214073177,8/13/14,"126,100",2,Multiple properties; Vacant land
4230108047,10430 HOLLY SPRINGS PL,EASTERN EL PASO COUNTY,RESIDENTIAL,Vacant,101,CODE 100 AT PRESENT WORTH,0.32,PUD, , , , ,214088236,9/29/14,"163,435",3,Multiple properties; Vacant land
4230108048,10450 HOLLY SPRINGS PL,EASTERN EL PASO COUNTY,RESIDENTIAL,Vacant,101,CODE 100 AT PRESENT WORTH,0.22,PUD, , , , ,214095770,10/20/14,"60,580",1,Good sale; verified; Vacant land
4230108049,10470 HOLLY SPRINGS PL,EASTERN EL PASO COUNTY,RESIDENTIAL,Vacant,101,CODE 100 AT PRESENT WORTH,0.23,PUD, , , , ,214088753,9/29/14,"295,100",5,Multiple properties; Vacant land
4230108050,12741 MT HARVARD DR,EASTERN EL PASO COUNTY,RESIDENTIAL,Vacant,101,CODE 100 AT PRESENT WORTH,0.20,PUD, , , , ,214083742,9/15/14,"184,860",3,Multiple properties; Vacant land
4230108051,12737 MT HARVARD DR,EASTERN EL PASO COUNTY,RESIDENTIAL,Vacant,101,CODE 100 AT PRESENT WORTH,0.21,PUD, , , , ,214088753,9/29/14,"295,100",5,Multiple properties; Vacant land
4230108060,10422 MT EMERALD DR,EASTERN EL PASO COUNTY,RESIDENTIAL,Vacant,101,CODE 100 AT PRESENT WORTH,0.33,PUD, , , , ,214076578,8/22/14,"408,339",1,Good sale; verified
4230108062,10446 MT EMERALD DR,EASTERN EL PASO COUNTY,RESIDENTIAL,Vacant,101,CODE 100 AT PRESENT WORTH,0.17,PUD, , , , ,214085315,9/18/14,"177,320",3,Multiple properties; Vacant land
4230109005,12614 HANDLES PEAK WAY,EASTERN EL PASO COUNTY,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.31,PUD,1,2012,FRAME AVERAGE QUALITY,"1,339",214075025,8/19/14,"346,000",1,Good sale; verified
4230111002,12730 MT HARVARD DR,EASTERN EL PASO COUNTY,RESIDENTIAL,Vacant,101,CODE 100 AT PRESENT WORTH,0.19,PUD, , , , ,214080541,9/4/14,"370,843",1,Good sale; verified
4230111003,12734 MT HARVARD DR,EASTERN EL PASO COUNTY,RESIDENTIAL,Vacant,101,CODE 100 AT PRESENT WORTH,0.18,PUD, , , , ,214079418,9/2/14,"272,000",1,Good sale; verified
4230111004,12738 MT HARVARD DR,EASTERN EL PASO COUNTY,RESIDENTIAL,Vacant,101,CODE 100 AT PRESENT WORTH,0.18,PUD, , , , ,214088753,9/29/14,"295,100",5,Multiple properties; Vacant land
4230111005,12742 MT HARVARD DR,EASTERN EL PASO COUNTY,RESIDENTIAL,Vacant,101,CODE 100 AT PRESENT WORTH,0.18,PUD, , , , ,214088236,9/29/14,"163,435",3,Multiple properties; Vacant land
4230202003,12335 GRAND TETON DR,EASTERN EL PASO COUNTY,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.19,PUD,1,2007,FRAME AVERAGE QUALITY,"1,145",214070032,8/5/14,"300,000",1,Good sale; verified
4230210018,12207 SLEEPING BEAR RD,EASTERN EL PASO COUNTY,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.16,PUD,1,2004,FRAME AVERAGE QUALITY,"1,534",214084959,9/17/14,"200,000",1,Family/In-House transfer
4230211005,12245 ANGELINA DR,EASTERN EL PASO COUNTY,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.17,PUD,1,2003,FRAME AVERAGE QUALITY,"1,132",214077435,8/26/14,"291,000",1,Good sale; verified
4230214002,10335 ANTLER CREEK DR,EASTERN EL PASO COUNTY,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.17,PUD,1,2005,FRAME AVERAGE QUALITY,"1,274",214079244,8/29/14,"307,000",1,Good sale; verified
4230218004,10132 ANTLER CREEK DR,EASTERN EL PASO COUNTY,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.15,PUD,1,2005,FRAME GOOD QUALITY,"1,118",214078793,8/29/14,"289,900",1,Good sale; verified
4230219005,12120 POINT REYES DR,EASTERN EL PASO COUNTY,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.14,PUD,1,2005,FRAME AVERAGE QUALITY,"1,269",214087447,9/25/14,"260,000",1,Good sale; verified
4230220016,12294 POINT REYES DR,EASTERN EL PASO COUNTY,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.15,PUD,1,2008,FRAME AVERAGE QUALITY,788,214073366,8/13/14,"235,000",1,Good sale; verified
4230222007,10156 KINGS CANYON DR,EASTERN EL PASO COUNTY,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.25,PUD,1,2003,FRAME AVERAGE QUALITY,"1,103",214083502,9/12/14,"269,900",1,Good sale; verified
4230222008,10146 KINGS CANYON DR,EASTERN EL PASO COUNTY,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.19,PUD,1,2003,FRAME AVERAGE QUALITY,"1,030",214097123,10/22/14,"217,500",1,"REO,Gvmt,FinInst,Short,PreFC"
4230301009,10024 ANTLER CREEK DR,EASTERN EL PASO COUNTY,RESIDENTIAL,Vacant,100,VACANT RESIDENTIAL LOTS,0.14,PUD, , , , ,214073175,8/13/14,"75,990",1,Good sale; verified; Vacant land
4230301052,9779 BERYL DR,EASTERN EL PASO COUNTY,RESIDENTIAL,Vacant,101,CODE 100 AT PRESENT WORTH,0.14,PUD, , , , ,214069702,8/4/14,"283,900",1,Good sale; verified
4230301053,9785 BERYL DR,EASTERN EL PASO COUNTY,RESIDENTIAL,Vacant,101,CODE 100 AT PRESENT WORTH,0.14,PUD, , , , ,214072509,8/11/14,"238,050",1,Good sale; verified
4230301055,9797 BERYL DR,EASTERN EL PASO COUNTY,RESIDENTIAL,Vacant,101,CODE 100 AT PRESENT WORTH,0.14,PUD, , , , ,214077634,8/26/14,"306,333",1,Good sale; verified; Adjusted; may dif. w/doc fee
4230302012,9915 ANTLER CREEK DR,EASTERN EL PASO COUNTY,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.15,PUD,1,2005,FRAME AVERAGE QUALITY,874,214089811,10/1/14,"245,900",1,Good sale; verified
4230306022,12224 CHIMNEY SMOKE DR,EASTERN EL PASO COUNTY,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.17,PUD,1,2005,FRAME AVERAGE QUALITY,960,214071840,8/8/14,"259,000",1,Good sale; verified
4230309009,9896 KINGS CANYON DR,EASTERN EL PASO COUNTY,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.24,PUD,1,2005,FRAME GOOD QUALITY,"1,681",214094909,10/16/14,"280,000",1,Good sale; verified
4230312014,9825 KINGS CANYON DR,EASTERN EL PASO COUNTY,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.20,PUD,1,2004,FRAME AVERAGE QUALITY,"1,810",214078636,8/28/14,"313,500",1,Good sale; verified
4230314006,10019 BERYL DR,EASTERN EL PASO COUNTY,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.17,PUD,1,2010,FRAME AVERAGE QUALITY,"1,060",214071927,8/9/14,"265,000",1,Good sale; verified
4230315012,9720 BERYL DR,EASTERN EL PASO COUNTY,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.18,PUD,1,2008,FRAME AVERAGE QUALITY,880,214080551,9/4/14,"253,000",1,Good sale; verified
4230317002,9852 BERYL DR,EASTERN EL PASO COUNTY,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.15,PUD,1,2010,FRAME AVERAGE QUALITY,789,214072717,8/12/14,"235,000",1,Good sale; verified
4230318001,12015 TOURMALINE DR,EASTERN EL PASO COUNTY,NON-RESIDENTIAL,Vacant,540,VACANT LAND = 10 AND < 35 ACRS,29.59,PUD, , , , ,214086509,9/23/14,"5,077,000",2,Multiple properties; Vacant land
4231101038,12504 PINE VALLEY CIR,EASTERN EL PASO COUNTY,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.21,PUD,1,2003,FRAME GOOD QUALITY,"2,514",214076795,8/25/14,"345,000",1,Good sale; verified
4231101048,12604 PINE VALLEY CIR,EASTERN EL PASO COUNTY,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.21,PUD,1,2003,FRAME AVERAGE QUALITY,"1,043",214075275,8/19/14,"262,000",1,Good sale; verified
4231104009,9304 PRAIRIE DUNES RD,EASTERN EL PASO COUNTY,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.20,PUD,1,2003,FRAME AVERAGE QUALITY,"1,046",214083238,9/12/14,"265,000",1,Good sale; verified
4231115009,12593 PINE VALLEY CIR,EASTERN EL PASO COUNTY,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.21,PUD,1,2003,FRAME AVERAGE QUALITY,994,214077773,8/27/14,"169,900",1,Good sale; verified
4231115015,12305 CRYSTAL DOWNS RD,EASTERN EL PASO COUNTY,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.16,PUD,1,2003,FRAME AVERAGE QUALITY,775,214091348,10/6/14,"192,500",1,Good sale; verified
4231118005,12261 CRYSTAL DOWNS RD,EASTERN EL PASO COUNTY,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.21,PUD,1,2005,FRAME AVERAGE QUALITY,"1,252",214091311,10/6/14,"254,900",1,Good sale; verified
4231201019,11953 ROYAL COUNTY DOWN RD,EASTERN EL PASO COUNTY,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.92,PUD,1,2003,FRAME AVERAGE QUALITY,"1,260",214095839,10/20/14,"275,000",1,Good sale; verified
4231205008,9302 HIRONO RD,EASTERN EL PASO COUNTY,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.23,PUD,1,2005,FRAME AVERAGE QUALITY,"1,532",214078399,8/28/14,"266,900",1,Good sale; verified
4231206020,9148 SUNNINGDALE RD,EASTERN EL PASO COUNTY,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.19,PUD,1,2003,FRAME AVERAGE QUALITY,663,214076568,8/22/14,"218,500",1,Good sale; verified
4231210001,9145 ROYAL MELBOURNE CIR,EASTERN EL PASO COUNTY,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.25,PUD,1,2004,FRAME GOOD QUALITY,"1,327",214078750,8/29/14,"293,000",1,Good sale; verified
4231210003,9117 ROYAL MELBOURNE CIR,EASTERN EL PASO COUNTY,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.22,PUD,1,2004,FRAME GOOD QUALITY,"2,146",214090227,10/2/14,"267,900",1,Good sale; verified
4231301001,11908 BONIFAY LOOP,EASTERN EL PASO COUNTY,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,1.01,RR-0.5,1,1998,FRAME GOOD QUALITY,"1,610",214085710,9/19/14,"315,000",1,Good sale; verified
4231302027,8756 DEL RIO RD,EASTERN EL PASO COUNTY,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.38,PUD,1,2003,FRAME AVERAGE QUALITY,"1,608",214076276,8/21/14,"310,000",1,Good sale; verified
4231302040,8761 GARDEN CITY RD,EASTERN EL PASO COUNTY,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.53,PUD,1,2005,FRAME AVERAGE QUALITY,"1,722",214083032,9/11/14,"240,000",1,Good sale; verified
4231307011,8950 ROYAL MELBOURNE CIR,EASTERN EL PASO COUNTY,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.28,PUD,1,2004,FRAME GOOD QUALITY,"2,205",214096361,10/21/14,"324,000",1,Good sale; verified
